NNS,VBP,IN,JJ,NNP,NN,VBG,VBN,VBD,VBZ,NNPS,VB,RB,MD,JJR,JJS,CD,RP,CC,WP$,DT,RBR,WP,UH,PDT,EX,PRP,$,WDT,WRB,FW,RBS,'',SYM,sentence_count,word_count
46.0,5.0,5.0,60.0,133.0,128.0,17.0,18.0,21.0,16.0,1.0,14.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,590.0
83.0,4.0,8.0,68.0,196.0,121.0,37.0,22.0,25.0,8.0,6.0,32.0,18.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,851.0
34.0,1.0,6.0,52.0,67.0,86.0,10.0,5.0,13.0,9.0,5.0,23.0,16.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1063.0
117.0,5.0,12.0,191.0,284.0,281.0,43.0,46.0,44.0,14.0,13.0,34.0,56.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,637.0
29.0,5.0,0.0,54.0,33.0,76.0,12.0,17.0,6.0,5.0,0.0,13.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1968.0
34.0,4.0,2.0,44.0,90.0,112.0,16.0,12.0,9.0,9.0,5.0,8.0,16.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,465.0
29.0,3.0,6.0,44.0,92.0,117.0,9.0,27.0,23.0,4.0,3.0,21.0,27.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,699.0
51.0,3.0,4.0,69.0,120.0,120.0,21.0,23.0,21.0,3.0,2.0,15.0,13.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,784.0
55.0,7.0,12.0,77.0,81.0,133.0,36.0,17.0,10.0,19.0,0.0,25.0,28.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,782.0
159.0,20.0,12.0,140.0,91.0,253.0,44.0,42.0,7.0,11.0,3.0,71.0,40.0,9.0,7.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,938.0
21.0,2.0,4.0,41.0,94.0,67.0,13.0,9.0,12.0,6.0,3.0,14.0,18.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1676.0
38.0,0.0,5.0,66.0,81.0,85.0,22.0,17.0,4.0,7.0,0.0,16.0,31.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,560.0
75.0,7.0,7.0,82.0,193.0,182.0,21.0,31.0,39.0,13.0,4.0,27.0,14.0,7.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,672.0
66.0,3.0,8.0,58.0,135.0,137.0,27.0,15.0,20.0,5.0,1.0,26.0,15.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1227.0
